PaperID,Title,Arxiv_link,Pub_Year,Category,isReview,isConference,isJournalArticle,ReferenceCount,CitationCount,journalName,Leaf,url,DOI,publisher,old_data,authorCount
0004e150d93d52624a2caf7a9d37e2be9d4dae3f,Sparse Adversarial Attack via Perturbation Factorization,,2020,cs.CV,0,1,1,42,44,"",1,https://www.semanticscholar.org/paper/0004e150d93d52624a2caf7a9d37e2be9d4dae3f,10.1007/978-3-030-58542-6_3,Springer Science and Business Media LLC,0,7
00052fb1bc1e2a5fc61bd9dfb0aa7d1ae3c833d4,Homomorphic encryption-based secure SIFT for privacy-preserving feature extraction,,2011,cs.CV,0,0,1,30,66,"",1,https://www.semanticscholar.org/paper/00052fb1bc1e2a5fc61bd9dfb0aa7d1ae3c833d4,10.1117/12.873325,SPIE-Intl Soc Optical Eng,0,3
0005a874ffca37f03e2e0031c7cd4c5916cc958e,Foveated wavelet image quality index,,2001,cs.CV,0,0,0,17,49,"",1,https://www.semanticscholar.org/paper/0005a874ffca37f03e2e0031c7cd4c5916cc958e,10.1117/12.449797,SPIE-Intl Soc Optical Eng,0,4
0005ba64c6bbdc29fc88a4d13e40b4827afc2168,PCGRL: Procedural Content Generation via Reinforcement Learning,,2020,cs.CV,0,0,1,37,77,"",1,https://www.semanticscholar.org/paper/0005ba64c6bbdc29fc88a4d13e40b4827afc2168,10.1609/aiide.v16i1.7416,Association for the Advancement of Artificial Intelligence (AAAI),0,4
0005e02927df9caf6234e08f3ea2627b2bf0a18c,Sporadic frame dropping impact on quality perception,,2004,cs.CV,0,0,1,17,92,"",1,https://www.semanticscholar.org/paper/0005e02927df9caf6234e08f3ea2627b2bf0a18c,10.1117/12.525746,SPIE-Intl Soc Optical Eng,1,4
00060f1aa3937500d908e7caba51456e74863a00,Conterminous United States land cover change patterns 2001–2016 from the 2016 National Land Cover Database,,2020,cs.CV,0,0,1,52,246,ISPRS journal of photogrammetry and remote sensing : official publication of the International Society for Photogrammetry and Remote Sensing (ISPRS),1,https://www.semanticscholar.org/paper/00060f1aa3937500d908e7caba51456e74863a00,10.1016/j.isprsjprs.2020.02.019,Elsevier BV,0,12
00061e6b84476f91902e8281c7cb120449c8039e,Anomaly subspace detection based on a multi-scale Markov random field model,,2004,cs.CV,0,0,1,102,20,2004 23rd IEEE Convention of Electrical and Electronics Engineers in Israel,1,https://www.semanticscholar.org/paper/00061e6b84476f91902e8281c7cb120449c8039e,10.1016/j.sigpro.2004.10.013,Elsevier BV,0,2
000651c8f5971dff64d5cbeafe7302a53895823e,Picture-to-Amount (PITA): Predicting Relative Ingredient Amounts from Food Images,http://arxiv.org/abs/2010.08727v1,2020,cs.CV,0,1,1,33,3,2020 25th International Conference on Pattern Recognition (ICPR),0,https://www.semanticscholar.org/paper/000651c8f5971dff64d5cbeafe7302a53895823e,10.1109/ICPR48806.2021.9412828,Institute of Electrical and Electronics Engineers (IEEE),0,4
000668894181ad2bf62e8a6b08bf83fcea40a9b5,Vessel segmentation in low contrast X-ray angiogram images,,2016,cs.CV,0,1,1,16,15,2016 IEEE International Conference on Image Processing (ICIP),1,https://www.semanticscholar.org/paper/000668894181ad2bf62e8a6b08bf83fcea40a9b5,10.1109/ICIP.2016.7532382,Institute of Electrical and Electronics Engineers (IEEE),0,7
00067f6ad7835b93218f3efce0f3bd78732d7765,Learning to Recognize Objects,,2003,cs.CV,0,0,1,37,71,Psychological Science,1,https://www.semanticscholar.org/paper/00067f6ad7835b93218f3efce0f3bd78732d7765,10.1111/1467-9280.03439,Wiley,0,1
000685e039f89a4baf3e0de2502dbc988e663db4,F-BLEAU: Fast Black-Box Leakage Estimation,,2019,cs.CV,0,0,1,38,17,2019 IEEE Symposium on Security and Privacy (SP),1,https://www.semanticscholar.org/paper/000685e039f89a4baf3e0de2502dbc988e663db4,10.1109/SP.2019.00073,Institute of Electrical and Electronics Engineers (IEEE),0,3
0006e865f2e9d8a0d613f0443622eb5d15a388b2,Airway epithelial gene expression in the diagnostic evaluation of smokers with suspect lung cancer,,2007,cs.CV,0,0,1,42,447,Nature Medicine,1,https://www.semanticscholar.org/paper/0006e865f2e9d8a0d613f0443622eb5d15a388b2,10.1038/nm1556,Springer Science and Business Media LLC,1,18
0006e8bb14e007e27d5b1933c814626f7c58f4e5,Backward-Forward Algorithm: An Improvement towards Extreme Learning Machine,http://arxiv.org/abs/1907.10282v4,2019,cs.CV,0,0,1,32,0,ArXiv,0,https://www.semanticscholar.org/paper/0006e8bb14e007e27d5b1933c814626f7c58f4e5,NA,,0,4
0006fb029fb64c639301d419faf856d9c440d63a,Automated image-based tracking and its application in ecology.,,2014,cs.CV,1,0,1,115,366,Trends in ecology & evolution,1,https://www.semanticscholar.org/paper/0006fb029fb64c639301d419faf856d9c440d63a,NA,Elsevier,1,11
00075d654178c2641b779d28235c85877f475858,Memory-Based Network for Scene Graph with Unbalanced Relations,,2020,cs.CV,0,0,1,51,11,Proceedings of the 28th ACM International Conference on Multimedia,1,https://www.semanticscholar.org/paper/00075d654178c2641b779d28235c85877f475858,10.1145/3394171.3413507,Association for Computing Machinery (ACM),0,6
00078d1718f10fb1bab79e8d1f197e798ce45a92,Human identity verification based on Mel frequency analysis of digital heart sounds,,2009,cs.CV,0,1,1,6,30,2009 16th International Conference on Digital Signal Processing,1,https://www.semanticscholar.org/paper/00078d1718f10fb1bab79e8d1f197e798ce45a92,10.1109/ICDSP.2009.5201109,Institute of Electrical and Electronics Engineers (IEEE),1,2
00078fce74ea833c64be06ed6c0f5c4b123259f4,Intervendor variability of two-dimensional strain using vendor-specific and vendor-independent software.,,2015,cs.CV,0,0,1,23,132,Journal of the American Society of Echocardiography : official publication of the American Society of Echocardiography,1,https://www.semanticscholar.org/paper/00078fce74ea833c64be06ed6c0f5c4b123259f4,10.1016/j.echo.2015.01.021,Elsevier BV,0,8
0007af6fee6b566896be69f9b7c007658f13ac98,D2D: Learning to find good correspondences for image matching and manipulation,,2020,cs.CV,0,0,1,78,12,ArXiv,1,https://www.semanticscholar.org/paper/0007af6fee6b566896be69f9b7c007658f13ac98,NA,,0,3
0007bc35bf1709c4a8431c809e6208d6b9c498f2,Local Feature Weighting in Nearest Prototype Classification,,2008,cs.CV,0,0,1,69,40,IEEE Transactions on Neural Networks,1,https://www.semanticscholar.org/paper/0007bc35bf1709c4a8431c809e6208d6b9c498f2,10.1109/TNN.2007.902955,Institute of Electrical and Electronics Engineers (IEEE),1,2
00080e805175fc06884ef823342711caa6de9643,Robust traffic sign detection in complex road environments,,2016,cs.CV,0,1,1,14,4,2016 IEEE International Conference on Vehicular Electronics and Safety (ICVES),1,https://www.semanticscholar.org/paper/00080e805175fc06884ef823342711caa6de9643,10.1109/ICVES.2016.7548178,Institute of Electrical and Electronics Engineers (IEEE),0,4
000829516229b87cafff052fe310604c85236671,Jacobian Adversarially Regularized Networks for Robustness,http://arxiv.org/abs/1912.10185v2,2019,cs.CV,0,0,1,33,48,ArXiv,0,https://www.semanticscholar.org/paper/000829516229b87cafff052fe310604c85236671,NA,,0,4
00085725bd791741d87d6ba53c1d24fa60e5a1a8,Inferring global pereeptual contours from local features,,1996,cs.CV,0,0,1,37,71,International Journal of Computer Vision,1,https://www.semanticscholar.org/paper/00085725bd791741d87d6ba53c1d24fa60e5a1a8,10.1007/BF00144119,Springer Science and Business Media LLC,1,2
00086af3d9156a8bfcbf159480a92a2afaaa1072,Classification of malignant and benign tumors using boundary characteristics in breast ultrasonograms.,,2002,cs.CV,0,0,1,0,18,Journal of digital imaging,1,https://www.semanticscholar.org/paper/00086af3d9156a8bfcbf159480a92a2afaaa1072,10.1007/S10278-002-5038-5,Springer Science and Business Media LLC,0,3
00088c3d86e216b45a4489b171dfebb993711a14,Flower abscission in Vitis vinifera L. triggered by gibberellic acid and shade discloses differences in the underlying metabolic pathways,,2015,cs.CV,0,0,1,100,25,Frontiers in Plant Science,1,https://www.semanticscholar.org/paper/00088c3d86e216b45a4489b171dfebb993711a14,10.3389/fpls.2015.00457,Frontiers Media SA,0,7
00089c74b1d1e468bbf70a20701bf093de32dd45,Video driven fire spread forecasting (f) using multi-modal LWIR and visual flame and smoke data,,2013,cs.CV,0,0,1,12,19,Pattern Recognit. Lett.,1,https://www.semanticscholar.org/paper/00089c74b1d1e468bbf70a20701bf093de32dd45,10.1016/j.patrec.2012.07.018,Elsevier BV,0,7
0008a082e953c180482e38fb7fc40220d598a099,Socially intelligent robots: dimensions of human–robot interaction,,2007,cs.CV,1,0,1,142,904,Philosophical Transactions of the Royal Society B: Biological Sciences,1,https://www.semanticscholar.org/paper/0008a082e953c180482e38fb7fc40220d598a099,10.1098/rstb.2006.2004,The Royal Society,0,1
0008bf4e851fe1be9696307ad24585127bec536a,Identification of Uncertainty in Artificial Neural Networks,,2019,cs.CV,0,0,0,16,6,"",1,https://www.semanticscholar.org/paper/0008bf4e851fe1be9696307ad24585127bec536a,NA,,0,3
0008cb017b9659277632d26566e512a0bdfde553,Adaptive Variance Based Label Distribution Learning for Facial Age Estimation,,2020,cs.CV,0,1,1,47,20,"",1,https://www.semanticscholar.org/paper/0008cb017b9659277632d26566e512a0bdfde553,10.1007/978-3-030-58592-1_23,Springer Science and Business Media LLC,0,7
0008e4864ef02f8236e605b36907bd92ea9d6695,Fine-grained Object Categorization for Service Robots,http://arxiv.org/abs/2210.04613v1,2022,cs.CV,0,0,1,55,0,ArXiv,0,https://www.semanticscholar.org/paper/0008e4864ef02f8236e605b36907bd92ea9d6695,10.48550/arXiv.2210.04613,,0,2
00093977f67c366c5d9c760c421d952ed5827096,Physical Interaction and Manipulation of the Environment using Aerial Robots,,2022,cs.CV,0,0,1,0,3,ArXiv,1,https://www.semanticscholar.org/paper/00093977f67c366c5d9c760c421d952ed5827096,10.48550/arXiv.2207.02856,,0,1
00095244a9369f0e8028c24ead1cf1010d34a6ae,MSSEG Challenge Proceedings: Multiple Sclerosis Lesions Segmentation Challenge Using a Data Management and Processing Infrastructure,,2016,cs.CV,0,0,0,90,57,"",1,https://www.semanticscholar.org/paper/00095244a9369f0e8028c24ead1cf1010d34a6ae,NA,,0,3
00096679b345c9b690042564a7cb35355df3bd35,Double-Stream Position Learning Transformer Network for Image Captioning,,2022,cs.CV,0,0,1,60,1,IEEE Transactions on Circuits and Systems for Video Technology,1,https://www.semanticscholar.org/paper/00096679b345c9b690042564a7cb35355df3bd35,10.1109/TCSVT.2022.3181490,Institute of Electrical and Electronics Engineers (IEEE),0,3
00096b7a04c9bba2962448a6c69803057e30590f,Approximate Expectation Maximization,,2003,cs.CV,0,1,1,14,31,"",1,https://www.semanticscholar.org/paper/00096b7a04c9bba2962448a6c69803057e30590f,NA,,0,3
0009bb60a3156707d9576d8e9b9aa5ea99e437f8,"MAESTRO: A Data-Centric Approach to Understand Reuse, Performance, and Hardware Cost of DNN Mappings",,2020,cs.CV,0,0,1,14,50,IEEE Micro,1,https://www.semanticscholar.org/paper/0009bb60a3156707d9576d8e9b9aa5ea99e437f8,10.1109/MM.2020.2985963,Institute of Electrical and Electronics Engineers (IEEE),0,6
0009c5a2b4b07751a99bcf407d95e911a3064d0f,wchastic. approximation methods for constrained and unconstrained systems,,1978,cs.CV,0,0,0,0,1050,"",1,https://www.semanticscholar.org/paper/0009c5a2b4b07751a99bcf407d95e911a3064d0f,10.1007/978-1-4684-9352-8,Springer Science and Business Media LLC,0,2
0009c9d12f4872432564764be7f6a7d6cdfc2f82,Reference-based MRI.,,2015,cs.CV,0,0,1,64,31,Medical physics,1,https://www.semanticscholar.org/paper/0009c9d12f4872432564764be7f6a7d6cdfc2f82,10.1118/1.4962032,Wiley,0,3
000a1039d2752852691f3ec0c6e5e19639e14f7e,Fast 6D pose estimation for texture-less objects from a single RGB image,,2016,cs.CV,0,1,1,28,31,2016 IEEE International Conference on Robotics and Automation (ICRA),1,https://www.semanticscholar.org/paper/000a1039d2752852691f3ec0c6e5e19639e14f7e,10.1109/ICRA.2016.7487781,Institute of Electrical and Electronics Engineers (IEEE),0,4
000a46e6c7c343bd2cc20fbb9a2de9d3ad22d81d,Blind Image Quality Assessment for Super Resolution via Optimal Feature Selection,,2020,cs.CV,0,0,1,0,7,IEEE Access,1,https://www.semanticscholar.org/paper/000a46e6c7c343bd2cc20fbb9a2de9d3ad22d81d,10.1109/access.2020.3014497,Institute of Electrical and Electronics Engineers (IEEE),0,3
000a644cf387aa4bf1ed4596f889681c2e73e38d,Classification and Disease Localization in Histopathology Using Only Global Labels: A Weakly-Supervised Approach,,2018,cs.CV,1,0,1,38,76,ArXiv,0,https://www.semanticscholar.org/paper/000a644cf387aa4bf1ed4596f889681c2e73e38d,NA,,0,4
000a7fd18740b3badd608bb5f806255e47e45217,Review of developments in geometric modelling for high resolution satellite pushbroom sensors,,2012,cs.CV,1,0,0,75,149,The Photogrammetric Record,1,https://www.semanticscholar.org/paper/000a7fd18740b3badd608bb5f806255e47e45217,10.1111/j.1477-9730.2011.00665.x,Wiley,0,2
000a83a533f9c945addce83e466e308df1ae79c5,Efficient max-margin multi-label classification with applications to zero-shot learning,,2012,cs.CV,0,0,1,57,65,Machine Learning,1,https://www.semanticscholar.org/paper/000a83a533f9c945addce83e466e308df1ae79c5,10.1007/s10994-012-5291-x,Springer Science and Business Media LLC,1,3
000a99fd62f54a411d2817d02df833c28cf523d6,Erythrocyte segmentation for quantification in microscopic images of thin blood smears,,2017,cs.CV,0,0,1,30,16,J. Intell. Fuzzy Syst.,1,https://www.semanticscholar.org/paper/000a99fd62f54a411d2817d02df833c28cf523d6,10.3233/JIFS-169227,IOS Press,0,4
000a9b125517d0d39565592228b97feee642ba99,2D Image data approximation using Savitzky Golay filter — Smoothing and differencing,,2013,cs.CV,0,1,0,16,13,"2013 International Mutli-Conference on Automation, Computing, Communication, Control and Compressed Sensing (iMac4s)",1,https://www.semanticscholar.org/paper/000a9b125517d0d39565592228b97feee642ba99,10.1109/IMAC4S.2013.6526438,Institute of Electrical and Electronics Engineers (IEEE),0,6
000aef35720083b72669143475073d4b46671542,Musical instrument recognition on solo performances,,2004,cs.CV,0,1,1,20,30,2004 12th European Signal Processing Conference,1,https://www.semanticscholar.org/paper/000aef35720083b72669143475073d4b46671542,NA,,0,3
000b07e2b82a275a300be3d2d3755d84f4042e40,Pixel-wise Regression: 3D Hand Pose Estimation via Spatial-form Representation and Differentiable Decoder,http://arxiv.org/abs/1905.02085v2,2019,cs.CV,0,0,1,28,3,ArXiv,0,https://www.semanticscholar.org/paper/000b07e2b82a275a300be3d2d3755d84f4042e40,NA,,0,2
000b1268ac405fa50ff85d1fcafc1e8a7db580a2,lidR: An R package for analysis of Airborne Laser Scanning (ALS) data,,2020,cs.CV,1,0,0,137,171,Remote Sensing of Environment,1,https://www.semanticscholar.org/paper/000b1268ac405fa50ff85d1fcafc1e8a7db580a2,10.1016/J.RSE.2020.112061,Elsevier BV,0,9
000b5c61a292a41f7c79e9ef29d067c7b8e4441e,Modeling the Effects of Windshield Refraction for Camera Calibration,,2020,cs.CV,0,1,1,29,6,"",1,https://www.semanticscholar.org/paper/000b5c61a292a41f7c79e9ef29d067c7b8e4441e,10.1007/978-3-030-58539-6_24,Springer Science and Business Media LLC,0,3
000b5eddb011d9348495c1ea9db35728c61b1156,Towards illumination invariance for visual localization,,2013,cs.CV,0,1,1,33,58,2013 IEEE International Conference on Robotics and Automation,1,https://www.semanticscholar.org/paper/000b5eddb011d9348495c1ea9db35728c61b1156,10.1109/ICRA.2013.6631110,Institute of Electrical and Electronics Engineers (IEEE),0,3
000b6e413e12c0303ef7fd9d322a30cf661383da,Sources contributing to background surface ozone in the US Intermountain West,,2013,cs.CV,0,0,0,74,110,Atmospheric Chemistry and Physics,1,https://www.semanticscholar.org/paper/000b6e413e12c0303ef7fd9d322a30cf661383da,10.5194/ACP-14-5295-2014,Copernicus GmbH,0,6
